review_text,rating,sentiment,reviewer_name,date,hotel_name,original_text,original_length,original_word_count,cleaned_text,cleaned_length,cleaned_word_count,length_reduction,word_reduction,review_length,word_count,avg_word_length,sentence_count,exclamation_count,question_count,uppercase_count,uppercase_ratio,cluster,cluster_name
The hotel was okay. Nothing special but also nothing terrible.,3,neutral,Michael B.,2021-03-12,Crystal Palace Hotel,The hotel was okay. Nothing special but also nothing terrible.,62,10,hotel okay noth special also noth terribl,41,7,21,3,62,10,5.636363636363637,3,0,0,2,0.031746031746031744,3,Service & Staff Quality
"Terrible location, noisy throughout the night. Would not stay here again. Good value.",1,negative,David K.,2020-07-06,Seaside Resort,"Terrible location, noisy throughout the night. Would not stay here again. Good value.",85,13,terribl locat noisi throughout night would stay good valu,57,9,28,4,85,13,6.071428571428571,4,0,0,3,0.03488372093023256,3,Service & Staff Quality
The hotel served its purpose. Basic but clean rooms.,3,neutral,Rachel G.,2020-03-26,The Metropolitan,The hotel served its purpose. Basic but clean rooms.,52,9,hotel serv purpos basic clean room,34,6,18,3,52,9,5.2,3,0,0,2,0.03773584905660377,1,Cleanliness & Room Quality
" To be honest, friendly staff and good breakfast, but the bed was uncomfortable.",3,neutral,James W.,2022-05-19,Park View Hotel," To be honest, friendly staff and good breakfast, but the bed was uncomfortable.",80,13,honest friend staff good breakfast bed uncomfort,48,7,32,6,80,13,5.714285714285714,2,0,0,1,0.012345679012345678,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,4,positive,Jennifer L.,2024-09-21,Budget Inn Express,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,5,positive,Nicole S.,2022-06-21,Sunset Beach Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Excellent hotel with great amenities. The spa treatment was wonderful.,5,positive,Laura B.,2024-07-14,Golden Star Hotel,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
The room was clean but small. The location was convenient. Would visit again.,3,neutral,Nicole S.,2022-02-18,Budget Inn Express,The room was clean but small. The location was convenient. Would visit again.,77,13,room clean small locat conveni would visit,42,7,35,6,77,13,5.5,4,0,0,3,0.038461538461538464,1,Cleanliness & Room Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,5,positive,Ashley D.,2024-09-20,The Metropolitan,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Average hotel with basic facilities. The location was good.,3,neutral,Megan R.,2020-03-08,Royal Gardens Hotel,Average hotel with basic facilities. The location was good.,59,9,averag hotel basic facil locat good,35,6,24,3,59,9,5.9,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
"Terrible location, noisy throughout the night. Would not stay here again.",2,negative,Brian M.,2021-02-13,Ocean Breeze Resort,"Terrible location, noisy throughout the night. Would not stay here again.",73,11,terribl locat noisi throughout night would stay,47,7,26,4,73,11,6.083333333333333,3,0,0,2,0.02702702702702703,1,Cleanliness & Room Quality
Standard hotel with basic amenities. Good for budget travelers.,3,neutral,Kevin J.,2024-11-11,Crystal Palace Hotel,Standard hotel with basic amenities. Good for budget travelers.,63,9,standard hotel basic amen good budget travel,44,7,19,2,63,9,6.3,3,0,0,2,0.03125,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,Eric S.,2023-08-16,Budget Inn Express,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
An average experience. The price was fair for what we got.,3,neutral,Robert H.,2021-12-02,Ocean Breeze Resort,An average experience. The price was fair for what we got.,58,11,averag experi price fair got,28,5,30,6,58,11,4.833333333333333,3,0,0,2,0.03389830508474576,3,Service & Staff Quality
Average experience. The service was fine but nothing special. Could be better.,3,neutral,Jennifer L.,2020-11-03,Seaside Resort,Average experience. The service was fine but nothing special. Could be better.,78,12,averag experi servic fine noth special could better,51,8,27,4,78,12,6.0,4,0,0,3,0.0379746835443038,3,Service & Staff Quality
Beautiful hotel but terrible service. The staff was rude and unhelpful.,2,negative,Megan R.,2020-05-21,Park View Hotel,Beautiful hotel but terrible service. The staff was rude and unhelpful.,71,11,beauti hotel terribl servic staff rude unhelp,45,7,26,4,71,11,5.916666666666667,3,0,0,2,0.027777777777777776,3,Service & Staff Quality
" In my opinion, beautiful hotel but terrible service. the staff was rude and unhelpful.",2,negative,Emily R.,2024-02-17,Sunset Beach Hotel," In my opinion, beautiful hotel but terrible service. the staff was rude and unhelpful.",87,14,opinion beauti hotel terribl servic staff rude unhelp,53,8,34,6,87,14,5.8,3,0,0,1,0.011363636363636364,3,Service & Staff Quality
The service was excellent but the hotel lacked basic amenities.,4,positive,John D.,2022-10-12,Royal Gardens Hotel,The service was excellent but the hotel lacked basic amenities.,63,10,servic excel hotel lack basic amen,34,6,29,4,63,10,5.7272727272727275,2,0,0,1,0.015625,3,Service & Staff Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,4,positive,Nicole S.,2021-05-12,Seaside Resort,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,86,14,best hotel ever stay everyth perfect check check,48,8,38,6,86,14,5.733333333333333,3,0,0,3,0.034482758620689655,3,Service & Staff Quality
"Great location and friendly staff, but the room was dirty and the bed was uncomfortable.",2,negative,Megan R.,2024-01-17,Downtown Lodge,"Great location and friendly staff, but the room was dirty and the bed was uncomfortable.",88,15,great locat friend staff room dirti bed uncomfort,49,8,39,7,88,15,5.5,2,0,0,1,0.011235955056179775,3,Service & Staff Quality
Average experience. The service was fine but nothing special.,3,neutral,Rachel G.,2020-01-09,City Center Suites,Average experience. The service was fine but nothing special.,61,9,averag experi servic fine noth special,38,6,23,3,61,9,6.1,3,0,0,2,0.03225806451612903,3,Service & Staff Quality
Fantastic service and beautiful rooms. The location was perfect for sightseeing. Worth the money.,5,positive,Sarah M.,2021-03-28,Royal Gardens Hotel,Fantastic service and beautiful rooms. The location was perfect for sightseeing. Worth the money.,97,14,fantast servic beauti room locat perfect sightse worth money,60,9,37,5,97,14,6.466666666666667,4,0,0,3,0.030612244897959183,2,"Topic: beauti, perfect, servic"
Average experience. The service was fine but nothing special.,3,neutral,John D.,2022-05-26,Golden Star Hotel,Average experience. The service was fine but nothing special.,61,9,averag experi servic fine noth special,38,6,23,3,61,9,6.1,3,0,0,2,0.03225806451612903,3,Service & Staff Quality
Excellent hotel with great amenities. The spa treatment was wonderful.,4,positive,Kevin J.,2022-05-01,Luxury Stay Hotel,Excellent hotel with great amenities. The spa treatment was wonderful.,70,10,excel hotel great amen spa treatment wonder,43,7,27,3,70,10,6.363636363636363,3,0,0,2,0.028169014084507043,3,Service & Staff Quality
"Awful experience. The pool was dirty, the gym was broken, and no refunds.",2,negative,Ashley D.,2020-12-15,Luxury Stay Hotel,"Awful experience. The pool was dirty, the gym was broken, and no refunds.",73,13,aw experi pool dirti gym broken refund,38,7,35,6,73,13,5.214285714285714,3,0,0,2,0.02702702702702703,3,Service & Staff Quality
" Considering everything, an average experience. the price was fair for what we got.",3,neutral,Lisa P.,2021-04-22,Ocean Breeze Resort," Considering everything, an average experience. the price was fair for what we got.",83,13,consid everyth averag experi price fair got,43,7,40,6,83,13,5.928571428571429,3,0,0,1,0.011904761904761904,3,Service & Staff Quality
The room smelled bad and was not cleaned properly. Very disappointed.,1,negative,Brian M.,2023-05-18,Harbor View Hotel,The room smelled bad and was not cleaned properly. Very disappointed.,69,11,room smell bad clean proper disappoint,38,6,31,5,69,11,5.75,3,0,0,2,0.02857142857142857,1,Cleanliness & Room Quality
"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",5,positive,Amanda C.,2020-07-17,Golden Star Hotel,"The hotel was absolutely amazing! Great service, friendly staff, and perfect location.",86,12,hotel absolut amaz great servic friend staff perfect locat,58,9,28,3,86,12,6.615384615384615,3,1,0,2,0.022988505747126436,3,Service & Staff Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,5,positive,James W.,2021-09-28,Park View Hotel,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
Modern room but the bathroom was not clean. Disappointing.,4,positive,Kevin J.,2023-01-15,City Center Suites,Modern room but the bathroom was not clean. Disappointing.,58,9,modern room bathroom clean disappoint,37,5,21,4,58,9,5.8,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,4,positive,Robert H.,2022-08-18,Downtown Lodge,The best hotel I've ever stayed at. Everything was perfect from check-in to check-out.,86,14,best hotel ever stay everyth perfect check check,48,8,38,6,86,14,5.733333333333333,3,0,0,3,0.034482758620689655,3,Service & Staff Quality
The service was impeccable. The staff remembered our preferences from our last stay.,5,positive,David K.,2023-08-27,Crystal Palace Hotel,The service was impeccable. The staff remembered our preferences from our last stay.,84,13,servic impecc staff rememb prefer last stay,43,7,41,6,84,13,6.0,3,0,0,2,0.023529411764705882,3,Service & Staff Quality
The hotel was fine for the price. Some areas need updating.,3,neutral,Kevin J.,2020-04-25,Golden Star Hotel,The hotel was fine for the price. Some areas need updating.,59,11,hotel fine price area need updat,32,6,27,5,59,11,4.916666666666667,3,0,0,2,0.03333333333333333,3,Service & Staff Quality
Great value for money! The room was spacious and modern. Staff were very friendly. Will come back.,5,positive,Chris T.,2023-10-07,The Metropolitan,Great value for money! The room was spacious and modern. Staff were very friendly. Will come back.,98,17,great valu money room spacious modern staff friend come back,60,10,38,7,98,17,5.444444444444445,5,1,0,4,0.04040404040404041,3,Service & Staff Quality
The room was clean but small. The location was convenient.,3,neutral,Laura B.,2024-11-04,The Metropolitan,The room was clean but small. The location was convenient.,58,10,room clean small locat conveni,30,5,28,5,58,10,5.2727272727272725,3,0,0,2,0.03389830508474576,1,Cleanliness & Room Quality
"Horrible stay. Noisy, dirty, and the staff was extremely rude. Would recommend.",2,negative,Lisa P.,2023-11-28,Downtown Lodge,"Horrible stay. Noisy, dirty, and the staff was extremely rude. Would recommend.",79,12,horribl stay noisi dirti staff extrem rude would recommend,58,9,21,3,79,12,6.076923076923077,4,0,0,3,0.0375,3,Service & Staff Quality
Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,4,positive,Nicole S.,2021-01-24,Downtown Lodge,Outstanding experience! The staff went above and beyond. Great breakfast and amenities.,87,12,outstand experi staff went beyond great breakfast amen,54,8,33,4,87,12,6.6923076923076925,4,1,0,3,0.03409090909090909,3,Service & Staff Quality
Very clean and well-maintained hotel. The location was ideal for our trip.,4,positive,Eric S.,2021-11-22,The Metropolitan,Very clean and well-maintained hotel. The location was ideal for our trip.,74,12,clean well maintain hotel locat ideal trip,42,7,32,5,74,12,5.6923076923076925,3,0,0,2,0.02666666666666667,1,Cleanliness & Room Quality
"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",4,positive,Rachel G.,2024-04-16,Royal Palace Hotel,"Excellent stay! The room was clean, comfortable, and well-equipped. Will definitely come back.",94,13,excel stay room clean comfort well equip definit come back,58,10,36,3,94,13,6.714285714285714,4,1,0,3,0.031578947368421054,1,Cleanliness & Room Quality
Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,4,positive,Emily R.,2021-05-19,Seaside Resort,Perfect getaway! The hotel exceeded all expectations. Will recommend to friends.,80,11,perfect getaway hotel exceed expect recommend friend,52,7,28,4,80,11,6.666666666666667,4,1,0,3,0.037037037037037035,0,"Topic: getaway, exceed, expect"
The service was impeccable. The staff remembered our preferences from our last stay. Not bad.,4,positive,Emily R.,2024-10-25,Royal Gardens Hotel,The service was impeccable. The staff remembered our preferences from our last stay. Not bad.,93,15,servic impecc staff rememb prefer last stay bad,47,8,46,7,93,15,5.8125,4,0,0,3,0.031914893617021274,3,Service & Staff Quality
